Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,45,1,46,0,1-2 Year,1,37726,26,186,0
Female,22,1,44,1,< 1 Year,0,37232,152,177,0
Male,30,1,28,0,< 1 Year,1,51429,121,119,1
Male,73,1,29,0,> 2 Years,1,104002,3,132,0
Female,33,1,7,0,1-2 Year,0,2630,26,103,0
Female,25,1,2,1,< 1 Year,0,28342,152,113,0
Female,44,1,28,0,1-2 Year,1,52593,26,30,1
Female,36,1,8,0,1-2 Year,1,63198,26,244,1
Male,69,1,46,1,1-2 Year,0,44679,26,293,0
Male,79,1,45,0,1-2 Year,1,21882,124,78,0
Female,24,1,28,1,< 1 Year,0,28036,152,108,0
Male,72,1,8,1,1-2 Year,0,36462,26,61,0
Female,39,1,28,0,1-2 Year,1,45387,154,59,1
Female,62,1,28,0,1-2 Year,1,31026,124,105,0
Male,43,1,18,0,1-2 Year,1,39225,124,268,0
Male,29,1,37,0,1-2 Year,1,2630,154,66,0
Female,20,1,28,1,< 1 Year,1,2630,160,120,0
Female,27,1,46,1,< 1 Year,0,28640,152,93,0
Male,20,1,8,0,< 1 Year,1,40115,160,292,0
Male,22,1,35,0,< 1 Year,1,30083,152,84,0
Male,56,1,28,0,1-2 Year,1,32018,26,183,0
Female,28,1,50,1,< 1 Year,0,26788,152,221,0
Male,20,1,36,1,< 1 Year,0,27397,152,13,0
Male,23,1,21,0,< 1 Year,1,33870,152,258,0
Female,31,1,15,1,< 1 Year,0,33444,152,233,0
Female,31,1,15,1,< 1 Year,0,40315,152,103,0
Female,51,1,28,0,1-2 Year,1,39214,26,15,0
Female,23,1,37,1,< 1 Year,0,41919,152,288,0
Male,37,1,28,0,1-2 Year,1,42207,124,135,1
Female,25,1,28,0,< 1 Year,1,92716,152,247,0
Female,25,1,28,1,< 1 Year,0,74371,152,295,0
Female,22,1,28,1,< 1 Year,0,58936,152,274,0
Female,31,1,18,1,< 1 Year,0,44945,152,201,0
Female,22,1,46,1,< 1 Year,0,36430,152,241,0
Male,29,1,7,1,< 1 Year,0,2630,152,59,0
Female,38,1,45,0,1-2 Year,1,2630,156,253,0
Female,26,1,15,1,< 1 Year,0,32553,152,97,0
Female,22,1,37,0,< 1 Year,1,32093,152,113,1
Female,70,1,28,0,1-2 Year,1,37783,139,102,0
Male,58,1,28,0,1-2 Year,1,41394,124,22,0
Male,52,1,12,0,1-2 Year,1,29442,124,264,0
Male,49,1,28,0,1-2 Year,1,31733,26,265,0
Female,24,1,30,0,< 1 Year,0,39055,152,127,0
Female,24,1,30,1,< 1 Year,0,28829,152,173,0
Female,76,1,8,0,1-2 Year,1,38546,163,92,0
Female,22,1,3,0,< 1 Year,1,23309,160,202,0
Female,23,1,43,1,< 1 Year,0,25272,152,25,0
Male,24,1,8,1,< 1 Year,0,60219,151,233,0
Female,25,1,47,0,< 1 Year,1,40374,152,246,0
Male,33,1,46,1,1-2 Year,0,27599,124,10,0
Male,51,1,18,1,1-2 Year,0,2630,26,88,0
Female,48,1,27,0,1-2 Year,1,34900,124,153,0
Male,38,1,48,0,1-2 Year,1,2630,124,67,0
Female,21,1,7,1,< 1 Year,0,2630,152,74,0
Male,36,1,9,1,1-2 Year,0,41410,152,174,0
Female,22,1,28,1,< 1 Year,0,24980,152,181,0
Male,53,1,28,1,1-2 Year,1,36544,26,182,0
Male,45,1,46,1,1-2 Year,0,2630,26,271,0
Male,24,1,15,1,< 1 Year,0,23479,151,259,0
Male,46,1,11,1,1-2 Year,0,36581,152,115,0
Female,57,1,41,1,1-2 Year,0,24564,152,220,0
Male,41,1,28,0,1-2 Year,1,44898,124,154,0
Male,45,1,28,0,1-2 Year,1,2630,26,204,1
Male,47,1,31,0,1-2 Year,1,2630,124,80,0
Male,51,1,41,0,> 2 Years,1,31443,12,82,0
Female,24,1,15,0,< 1 Year,1,2630,152,48,0
Male,57,1,28,0,1-2 Year,1,24552,26,122,1
Female,25,1,8,1,< 1 Year,0,61805,152,58,0
Male,46,1,8,1,1-2 Year,0,34727,124,229,0
Male,38,1,28,0,1-2 Year,1,46272,124,203,1
Female,48,1,28,0,1-2 Year,1,47104,26,166,0
Male,22,1,46,1,< 1 Year,0,26647,160,95,0
Male,27,1,46,1,< 1 Year,0,26312,152,244,0
Male,33,1,43,1,1-2 Year,0,2630,26,149,0
Male,23,1,47,1,< 1 Year,0,35982,152,277,0
Female,44,1,28,1,1-2 Year,0,34612,26,62,0
Female,24,1,41,1,< 1 Year,0,29857,152,201,0
Male,39,1,38,0,1-2 Year,1,33149,124,20,0
Female,21,1,13,1,< 1 Year,0,24731,160,283,0
Male,25,1,15,1,< 1 Year,0,34661,160,207,0
Female,51,1,33,0,1-2 Year,1,31243,152,39,1
Female,27,1,28,1,< 1 Year,0,52455,152,21,0
Female,42,1,8,0,> 2 Years,1,34393,124,209,0
Female,23,1,44,1,< 1 Year,0,28978,152,242,0
Male,36,1,28,1,1-2 Year,0,44579,26,104,0
Male,50,1,28,0,> 2 Years,1,38269,29,244,0
Male,69,0,33,0,1-2 Year,1,39730,26,53,0
Male,24,1,11,1,< 1 Year,0,36316,152,64,0
Male,57,1,7,0,1-2 Year,1,2630,124,52,0
Female,32,1,43,0,< 1 Year,0,2630,152,167,0
Male,68,1,8,0,1-2 Year,1,112974,26,206,0
Male,40,1,4,0,1-2 Year,1,33466,124,120,1
Male,37,1,30,0,1-2 Year,1,29934,26,141,0
Female,27,1,17,1,< 1 Year,0,2630,151,24,0
Female,21,1,47,0,< 1 Year,1,57982,160,89,0
Female,46,1,28,0,1-2 Year,1,51568,11,216,0
Male,55,1,28,0,1-2 Year,1,54115,55,114,0
Male,79,1,29,0,1-2 Year,1,28777,26,220,0
Female,22,1,8,0,< 1 Year,1,35461,152,90,0
Female,52,1,7,0,1-2 Year,1,2630,157,19,1
Male,22,1,30,1,< 1 Year,0,28001,152,226,0
Female,24,1,28,0,< 1 Year,1,31901,152,17,0
Male,32,1,21,1,< 1 Year,0,25562,152,261,0
Male,40,1,28,0,1-2 Year,1,34364,124,41,0
Female,23,1,8,1,< 1 Year,0,48251,152,202,0
Male,56,1,6,1,1-2 Year,1,20472,26,288,0
Male,57,1,28,0,1-2 Year,1,31179,26,160,1
Male,24,1,15,1,< 1 Year,0,33613,152,205,0
Female,27,1,33,1,< 1 Year,0,2630,160,266,0
Male,21,1,26,0,< 1 Year,1,25205,160,256,0
Female,72,1,28,0,1-2 Year,1,61819,122,35,0
Female,25,1,6,0,< 1 Year,1,2630,152,288,0
Female,21,1,7,1,< 1 Year,0,48103,160,135,0
Male,24,1,45,0,< 1 Year,1,19848,152,115,0
Female,25,1,24,1,< 1 Year,0,2630,152,36,0
Male,26,1,30,1,< 1 Year,0,22102,152,97,0
Female,75,1,46,1,1-2 Year,0,30356,26,288,0
Female,24,1,41,1,< 1 Year,1,21093,160,53,0
Male,66,1,14,0,1-2 Year,1,40223,124,200,0
Female,23,1,41,1,< 1 Year,0,32465,152,47,0
Female,49,1,46,0,1-2 Year,1,25996,26,184,1
Male,42,1,41,0,1-2 Year,1,35129,163,80,1
Female,25,1,23,1,< 1 Year,0,19298,152,140,0
Male,21,1,29,1,< 1 Year,0,28450,152,17,0
Female,23,1,28,1,< 1 Year,0,28155,152,83,0
Female,38,1,28,0,1-2 Year,1,26103,154,121,0
Male,44,1,35,0,1-2 Year,1,2630,124,245,0
Male,25,1,28,0,< 1 Year,1,60550,152,269,0
Male,38,1,28,0,1-2 Year,1,52970,124,106,0
Female,24,1,13,1,< 1 Year,0,22649,152,243,0
Female,23,1,27,0,< 1 Year,0,2630,152,103,0
Female,43,1,28,1,1-2 Year,0,2630,124,248,0
Female,30,1,26,0,< 1 Year,1,2630,154,74,0
Female,49,1,28,1,1-2 Year,0,2630,124,100,0
Female,22,1,30,1,< 1 Year,0,30724,152,271,0
Female,45,1,8,0,1-2 Year,1,2630,26,96,1
Male,72,1,28,0,1-2 Year,1,45683,26,270,0
Male,25,1,8,1,< 1 Year,0,63124,152,136,0
Male,64,1,28,1,1-2 Year,0,30068,26,237,0
Male,46,1,28,0,> 2 Years,1,64819,124,82,1
Male,84,1,28,1,1-2 Year,0,49367,122,31,0
Male,46,1,28,0,> 2 Years,1,42534,124,168,0
Female,41,1,28,0,1-2 Year,1,35524,124,13,1
Male,73,1,46,0,1-2 Year,1,41623,26,146,0
Female,43,1,28,0,> 2 Years,1,37314,26,288,1
Male,47,1,9,0,1-2 Year,1,37752,26,235,0
Male,55,1,28,1,1-2 Year,1,42394,26,142,0
Female,45,1,37,0,1-2 Year,1,35692,152,235,0
Female,24,1,11,1,< 1 Year,0,38608,152,107,0
Male,44,1,23,0,1-2 Year,1,42609,124,83,0
Male,42,1,28,0,> 2 Years,1,34815,26,101,1
Female,24,1,3,1,< 1 Year,0,28239,152,67,0
Female,27,1,15,0,< 1 Year,0,28171,152,213,0
Male,21,1,26,1,< 1 Year,0,15945,160,160,0
Female,22,1,40,1,< 1 Year,0,32851,152,234,0
Female,22,1,14,1,< 1 Year,0,37508,152,260,0
Female,44,1,40,0,1-2 Year,1,36790,26,266,0
Male,21,1,4,0,< 1 Year,1,22577,152,204,0
Male,36,1,46,0,1-2 Year,1,20819,26,137,0
Male,24,1,28,1,< 1 Year,0,55467,152,84,0
Female,53,1,8,0,1-2 Year,1,60483,7,30,0
Male,52,1,28,1,1-2 Year,0,35031,26,88,0
Male,23,1,35,1,< 1 Year,0,34056,152,233,0
Female,49,1,48,1,1-2 Year,0,2630,26,245,0
Female,23,1,29,1,< 1 Year,0,27636,152,145,0
Female,23,1,41,1,< 1 Year,0,44043,152,65,0
Male,40,1,28,0,1-2 Year,0,32854,122,149,0
Male,23,1,15,1,< 1 Year,0,29541,152,258,0
Female,21,1,36,1,< 1 Year,0,30389,152,27,0
Male,30,1,28,0,1-2 Year,1,2630,157,298,0
Male,57,1,46,1,1-2 Year,0,2630,26,166,0
Male,55,1,28,1,1-2 Year,0,67745,124,93,0
Male,50,1,4,0,1-2 Year,1,26821,26,296,0
Female,44,1,28,0,1-2 Year,1,26567,26,215,0
Male,25,1,28,0,< 1 Year,1,41654,26,233,0
Male,43,1,23,0,1-2 Year,1,29155,154,277,0
Male,24,1,41,1,< 1 Year,0,24773,152,277,0
Female,59,1,18,0,1-2 Year,0,23322,124,133,1
Male,23,1,44,0,< 1 Year,1,29267,152,41,0
Male,53,1,13,0,1-2 Year,1,2630,26,90,0
Male,23,1,46,1,1-2 Year,1,2630,156,234,0
Male,24,1,36,1,< 1 Year,0,36975,152,88,0
Female,24,1,28,0,< 1 Year,1,32681,152,116,0
Male,60,1,28,0,1-2 Year,1,68548,26,298,0
Female,34,1,29,0,1-2 Year,1,30045,26,119,1
Male,29,1,28,1,< 1 Year,0,25850,152,125,0
Female,21,1,46,1,< 1 Year,0,41238,152,195,0
Male,25,1,14,1,< 1 Year,0,39723,152,278,0
Female,45,1,35,1,1-2 Year,0,52448,26,105,0
Female,22,1,47,1,< 1 Year,0,24233,152,231,0
Male,55,1,17,1,1-2 Year,0,36693,26,212,0
Male,45,1,33,0,1-2 Year,1,23958,26,35,1
Female,23,1,28,1,< 1 Year,0,49577,152,55,0
Male,26,1,47,1,< 1 Year,0,33045,152,188,0
Male,68,1,28,0,1-2 Year,1,45626,26,68,0
Female,63,1,28,0,1-2 Year,1,2630,26,172,0
Male,27,1,36,1,< 1 Year,0,32286,152,75,0
Female,37,1,28,0,1-2 Year,1,45037,26,238,1
Female,48,1,28,1,1-2 Year,0,45148,124,240,0
Female,35,1,35,0,1-2 Year,1,37646,26,198,0
Male,71,1,28,1,1-2 Year,0,33685,122,10,0
Male,31,1,39,0,< 1 Year,1,2630,26,166,1
Male,53,1,29,0,1-2 Year,1,2630,156,141,0
Male,22,1,41,1,< 1 Year,0,31827,152,69,0
Female,67,1,41,0,1-2 Year,1,31554,124,30,0
Female,76,1,28,1,1-2 Year,0,37753,124,38,0
Female,47,1,30,0,1-2 Year,1,2630,154,227,0
Male,36,1,35,0,1-2 Year,1,25017,124,203,0
Male,46,1,28,0,1-2 Year,1,31663,26,235,0
Female,35,1,3,0,1-2 Year,0,2630,26,43,0
Female,66,1,8,0,1-2 Year,0,48089,7,205,0
Male,61,1,8,0,> 2 Years,1,22257,124,171,1
Female,23,1,41,1,< 1 Year,0,33860,152,217,0
Male,44,1,28,0,1-2 Year,0,50633,124,103,0
Female,22,1,11,0,< 1 Year,1,35557,152,110,0
Female,28,1,11,1,< 1 Year,0,2630,152,101,0
Female,38,1,46,0,1-2 Year,1,2630,157,83,0
Female,48,1,10,0,1-2 Year,1,39818,26,180,0
Male,41,1,28,0,1-2 Year,1,49845,124,168,0
Female,31,1,8,1,< 1 Year,0,41106,152,37,0
Male,42,1,8,1,1-2 Year,0,2630,26,193,0
Male,48,1,41,1,1-2 Year,0,2630,124,18,0
Male,42,1,28,0,1-2 Year,1,2630,122,235,0
Female,24,1,47,1,< 1 Year,0,35665,152,174,0
Male,76,1,3,1,1-2 Year,0,28290,26,146,0
Female,43,1,28,0,1-2 Year,1,46174,26,21,1
Female,25,1,28,1,< 1 Year,0,34410,152,219,0
Male,43,1,28,0,1-2 Year,1,26259,124,116,0
Female,35,1,46,0,1-2 Year,1,29036,124,227,1
Female,24,1,11,1,< 1 Year,0,32803,152,239,0
Male,46,1,8,0,1-2 Year,0,35183,155,68,0
Female,45,1,28,1,1-2 Year,0,28586,124,129,0
Male,24,1,49,1,< 1 Year,0,19613,152,167,0
Female,46,1,0,0,1-2 Year,1,2630,47,292,0
Female,33,1,28,0,1-2 Year,1,28188,122,257,0
Male,23,1,18,1,< 1 Year,0,18086,152,139,0
Male,38,1,39,0,1-2 Year,1,2630,127,244,0
Male,47,1,26,0,1-2 Year,1,28871,26,60,1
Female,26,1,46,1,< 1 Year,0,30380,152,268,0
Male,44,1,8,0,1-2 Year,1,32342,124,255,1
Male,23,1,29,0,< 1 Year,1,28070,153,136,0
Male,36,1,8,0,1-2 Year,1,32752,156,287,1
Male,40,1,8,0,1-2 Year,1,71479,124,107,0
Male,24,1,10,1,< 1 Year,0,31953,152,83,0
Male,39,1,18,0,1-2 Year,1,43177,124,12,0
Female,42,1,28,1,1-2 Year,0,61279,26,224,0
Female,76,1,29,1,1-2 Year,0,48834,26,54,0
Female,31,1,10,1,< 1 Year,0,30459,152,295,0
Female,21,1,15,0,< 1 Year,1,31946,152,216,0
Male,48,1,37,1,1-2 Year,0,22242,26,283,0
Female,23,1,27,0,< 1 Year,0,27629,152,228,0
Male,28,1,9,1,< 1 Year,0,34010,152,145,0
Female,43,1,28,0,1-2 Year,1,41103,26,258,0
Male,35,1,28,0,1-2 Year,1,33273,122,255,0
Female,35,1,28,0,1-2 Year,1,39339,124,170,0
Male,77,1,28,0,1-2 Year,1,2630,26,109,1
Female,24,1,33,1,< 1 Year,1,31546,152,268,0
Male,50,1,28,0,> 2 Years,1,53905,124,253,1
Female,69,1,28,0,1-2 Year,1,48756,124,285,0
Female,24,1,37,0,< 1 Year,1,49007,152,115,0
Male,29,1,8,1,< 1 Year,0,46278,152,69,0
Male,43,1,28,0,1-2 Year,1,29921,26,146,1
Male,70,1,28,1,1-2 Year,0,36785,13,211,0
Male,50,1,8,0,1-2 Year,1,2630,26,276,0
Male,29,1,18,1,< 1 Year,0,36528,152,270,0
Male,23,1,28,1,< 1 Year,0,42463,152,160,0
Male,20,1,39,1,< 1 Year,0,31515,160,167,0
Male,29,1,4,1,< 1 Year,0,23080,152,103,0
Female,68,1,47,1,1-2 Year,0,25075,26,108,0
Male,25,1,27,0,< 1 Year,1,27136,152,155,0
Male,48,1,28,0,1-2 Year,1,31502,26,125,0
Male,46,1,28,0,> 2 Years,1,38166,26,37,1
Male,44,1,28,1,1-2 Year,1,33844,26,81,0
Male,49,1,30,0,1-2 Year,1,2630,26,59,1
Male,53,1,30,1,1-2 Year,0,2630,26,208,0
Male,24,1,7,0,< 1 Year,0,32560,152,291,0
Male,61,1,3,0,1-2 Year,1,27238,30,206,0
Female,33,1,28,0,< 1 Year,1,43563,154,240,0
Female,49,1,8,0,> 2 Years,1,40190,124,209,0
Female,53,1,33,0,1-2 Year,1,47367,124,254,0
Male,46,1,36,1,1-2 Year,0,37565,26,18,0
Female,44,1,28,0,1-2 Year,1,42376,124,298,0
Male,25,1,32,1,< 1 Year,0,2630,160,114,0
Male,26,1,15,0,< 1 Year,0,44116,152,125,0
Female,40,1,28,0,1-2 Year,1,2630,124,197,1
Female,48,1,3,0,1-2 Year,1,28795,124,286,0
Female,35,1,28,0,1-2 Year,1,22773,124,193,0
Male,59,1,28,0,1-2 Year,1,2630,156,245,0
Female,23,1,33,1,< 1 Year,0,22900,152,24,0
Female,69,1,18,0,1-2 Year,1,30539,124,107,1
Female,72,1,28,1,1-2 Year,0,65452,26,38,0
Female,44,1,41,0,1-2 Year,1,41968,124,222,0
Male,30,1,8,1,< 1 Year,0,45553,160,295,0
Female,31,1,28,1,1-2 Year,0,34827,124,71,0
Male,48,1,8,1,1-2 Year,0,39109,78,51,0
Female,33,1,18,1,< 1 Year,0,33981,152,248,0
Female,21,1,3,1,< 1 Year,0,31286,152,286,0
Male,58,1,28,0,1-2 Year,1,2630,158,180,1
Male,52,1,3,0,1-2 Year,0,29058,26,198,0
Male,44,1,35,0,1-2 Year,0,2630,89,88,0
Male,20,1,13,0,< 1 Year,1,2630,160,222,0
Male,23,1,28,0,< 1 Year,1,40765,152,144,0
Female,24,1,37,0,< 1 Year,1,21408,160,202,0
Male,45,1,28,1,1-2 Year,0,36212,124,82,0
Male,77,1,28,1,1-2 Year,0,33249,122,267,0
Female,23,1,30,1,< 1 Year,0,26275,152,108,0
Male,24,1,8,1,< 1 Year,0,33265,152,57,0
Female,37,1,33,0,1-2 Year,0,41890,124,167,0
Male,40,1,8,0,1-2 Year,1,31043,124,279,0
Male,65,1,48,0,1-2 Year,1,2630,26,90,0
Female,54,1,41,1,1-2 Year,0,19700,26,39,0
Male,33,1,28,0,1-2 Year,1,43580,26,37,0
Male,40,1,28,0,1-2 Year,1,28113,124,278,1
Male,20,1,8,1,< 1 Year,0,44400,160,275,0
Female,20,1,2,1,< 1 Year,1,31207,160,195,0
Male,24,1,8,0,< 1 Year,0,2630,152,12,0
Male,52,1,3,0,1-2 Year,1,28088,26,285,1
Male,71,1,16,0,1-2 Year,1,2630,26,134,0
Female,23,1,43,0,< 1 Year,1,46257,152,215,0
Male,26,1,27,1,< 1 Year,0,49625,152,151,0
Female,27,1,25,1,< 1 Year,0,29214,152,46,0
Female,23,1,8,1,< 1 Year,0,50423,152,73,0
Male,45,1,28,1,1-2 Year,0,29055,124,279,0
Male,26,1,14,1,< 1 Year,0,24354,151,171,0
Male,23,1,28,1,< 1 Year,0,57911,152,34,0
Female,29,1,15,1,< 1 Year,0,37098,152,185,0
Female,45,1,28,1,1-2 Year,0,2630,32,214,0
Female,26,1,28,1,< 1 Year,1,42200,26,251,0
Male,38,1,48,0,1-2 Year,1,2630,124,10,1
Female,67,1,29,0,1-2 Year,1,45459,124,267,1
Female,21,1,36,1,< 1 Year,0,32204,160,221,0
Female,24,1,3,1,< 1 Year,1,29376,160,112,0
Female,24,1,8,1,< 1 Year,0,58326,152,96,0
Male,22,1,2,1,< 1 Year,0,34772,152,105,0
Female,25,1,37,0,< 1 Year,1,47183,152,204,0
Female,54,1,50,1,1-2 Year,0,32573,154,153,0
Male,62,1,28,0,1-2 Year,1,38052,124,82,1
Female,26,1,28,1,< 1 Year,0,38448,152,216,0
Female,22,1,33,1,< 1 Year,0,38214,152,21,0
Female,36,1,28,1,1-2 Year,0,2630,125,232,0
Female,59,1,8,0,1-2 Year,1,80682,124,280,0
Female,23,1,39,1,< 1 Year,0,50821,152,201,0
Female,67,1,41,0,1-2 Year,1,40821,124,73,0
Female,41,1,38,0,1-2 Year,1,30438,124,299,0
Male,25,1,11,1,< 1 Year,0,18009,160,87,0
Female,46,1,28,0,1-2 Year,1,30184,124,110,0
Female,23,1,14,0,< 1 Year,1,27404,152,293,0
Female,26,1,9,1,< 1 Year,0,37801,152,121,0
Female,37,1,35,0,1-2 Year,0,2630,26,71,0
Male,66,1,50,1,1-2 Year,0,38590,8,76,0
Female,33,1,13,0,1-2 Year,0,38411,124,176,0
Female,25,1,28,1,< 1 Year,0,29046,152,134,0
Male,23,1,29,1,< 1 Year,0,36838,152,182,0
Male,56,1,28,1,1-2 Year,0,48462,124,22,0
Female,41,1,35,0,1-2 Year,1,30495,10,136,0
Male,20,1,30,0,< 1 Year,0,25497,160,11,0
Male,25,1,37,0,< 1 Year,1,31531,152,49,1
Male,66,1,41,0,1-2 Year,1,47749,26,144,0
Female,25,1,18,1,< 1 Year,0,25162,152,155,0
Female,29,1,33,1,< 1 Year,0,52537,152,291,0
Male,25,1,8,1,< 1 Year,0,2630,152,16,0
Male,52,1,8,0,1-2 Year,1,54581,26,234,0
Male,77,1,28,0,> 2 Years,1,60083,26,191,0
Male,21,1,8,0,< 1 Year,1,66657,152,59,0
Female,24,1,17,1,< 1 Year,0,28385,152,164,0
Female,24,1,37,0,< 1 Year,0,47282,152,65,0
Male,39,1,28,1,1-2 Year,0,38452,8,230,0
Male,44,1,17,0,1-2 Year,1,37272,124,231,0
Female,44,1,28,0,1-2 Year,1,43624,26,28,1
Male,43,1,39,0,1-2 Year,1,2630,124,26,1
Male,49,1,46,1,1-2 Year,0,2630,26,226,0
Female,24,1,41,1,< 1 Year,0,39342,152,27,0
Male,53,1,8,1,1-2 Year,0,44895,124,240,0
Female,67,1,50,0,1-2 Year,1,32592,120,101,0
Male,54,1,8,0,< 1 Year,1,34948,26,116,1
Female,44,1,41,0,1-2 Year,1,31059,26,263,1
Male,57,1,28,0,1-2 Year,1,67533,26,269,0
Female,30,1,28,1,< 1 Year,0,28647,152,190,0
Female,28,1,4,0,1-2 Year,1,2630,157,63,0
Female,22,1,15,0,< 1 Year,1,37932,152,293,0
Male,36,1,8,0,1-2 Year,1,31149,124,207,0
Male,23,1,36,0,< 1 Year,1,31668,152,31,0
Male,62,1,8,0,1-2 Year,1,30883,26,173,0
Male,42,1,28,0,1-2 Year,1,30408,124,74,1
Male,29,1,41,0,< 1 Year,1,2630,152,203,0
Male,44,1,50,0,1-2 Year,1,35668,65,40,0
Male,55,1,46,0,1-2 Year,1,31997,152,202,0
Female,49,1,41,0,1-2 Year,1,2630,26,65,0
Male,60,1,28,0,1-2 Year,0,46684,26,280,0
Male,21,1,46,1,< 1 Year,0,35733,160,93,0
Male,31,1,28,1,< 1 Year,0,24002,152,261,0
Female,42,1,3,0,1-2 Year,1,43811,154,243,0
Female,37,1,28,1,1-2 Year,0,48427,124,176,0
Female,40,1,30,1,1-2 Year,0,30719,152,261,0
Male,29,1,50,0,< 1 Year,1,32200,124,79,0
Male,34,1,41,1,1-2 Year,1,36264,26,241,0
Female,65,1,30,1,1-2 Year,1,2630,157,125,0
Male,73,1,48,0,1-2 Year,1,2630,15,94,0
Female,22,1,32,1,< 1 Year,0,35727,152,116,0
Male,50,1,28,1,1-2 Year,0,45072,26,65,0
Male,30,1,28,1,1-2 Year,1,2630,157,127,0
Female,52,1,11,0,1-2 Year,1,2630,156,195,0
Male,63,1,28,1,1-2 Year,1,65387,26,146,0
Female,47,1,28,1,1-2 Year,0,32752,26,105,0
Male,34,1,45,0,1-2 Year,1,2630,156,223,1
Male,54,1,9,0,> 2 Years,1,40603,31,161,1
Male,83,1,41,1,1-2 Year,0,40935,124,166,0
Male,72,1,28,0,1-2 Year,0,60923,124,179,0
Female,25,1,34,0,< 1 Year,1,2630,152,46,0
Male,57,1,28,0,1-2 Year,1,39067,26,134,0
Male,54,1,28,0,1-2 Year,1,36574,26,66,0
Male,24,1,41,1,< 1 Year,0,33243,152,33,0
Female,25,1,22,1,< 1 Year,0,29364,152,88,0
Female,77,1,3,0,1-2 Year,1,40743,26,65,0
Female,24,1,8,1,< 1 Year,0,33324,152,83,0
Male,45,1,3,1,1-2 Year,1,31641,124,183,0
Male,26,1,14,1,< 1 Year,0,2630,152,137,0
Female,29,1,41,0,< 1 Year,1,2630,121,166,1
Male,47,1,41,0,1-2 Year,1,35297,124,74,1
Female,28,1,18,1,< 1 Year,0,38784,152,264,0
Male,41,1,45,0,1-2 Year,1,26978,25,213,0
Male,24,1,28,0,1-2 Year,1,50974,124,266,0
Male,24,1,6,1,< 1 Year,1,29526,152,32,0
Female,28,1,2,1,< 1 Year,0,30514,152,65,0
Male,24,1,36,0,< 1 Year,0,30983,152,67,0
Male,49,1,45,0,1-2 Year,1,27937,124,132,0
Female,51,1,50,0,< 1 Year,1,45869,122,100,0
Female,69,1,28,0,1-2 Year,0,46732,13,259,0
Female,22,1,36,1,< 1 Year,1,2630,160,106,0
Male,44,1,28,0,1-2 Year,1,35482,26,59,0
Male,35,1,27,0,1-2 Year,1,22791,156,36,0
Male,30,1,38,1,1-2 Year,0,25412,124,175,0
Female,36,1,33,0,1-2 Year,1,2630,160,180,0
Female,21,1,28,0,< 1 Year,1,32733,152,145,0
Male,72,1,28,0,> 2 Years,1,54468,122,129,1
Male,22,1,46,1,< 1 Year,0,21470,152,182,0
Female,25,1,35,1,< 1 Year,0,31745,152,242,0
Male,49,1,7,0,1-2 Year,0,36497,4,252,0
Female,31,1,29,1,< 1 Year,0,25259,152,42,0
Male,24,1,15,0,< 1 Year,1,27709,152,64,0
Female,47,1,8,0,1-2 Year,1,32305,26,80,0
Male,32,1,28,0,1-2 Year,1,2630,124,227,1
Male,42,1,8,1,1-2 Year,0,28725,26,284,0
Female,70,1,6,1,1-2 Year,0,25776,124,105,0
Male,59,1,26,1,1-2 Year,0,47831,22,274,0
Male,24,1,8,1,< 1 Year,0,29817,152,88,0
Male,25,1,15,1,< 1 Year,0,30587,152,49,0
Male,37,1,18,0,1-2 Year,1,53672,154,32,1
Male,22,1,28,1,< 1 Year,0,33860,152,247,0
Female,26,1,14,1,< 1 Year,0,42792,152,86,0
Female,81,1,28,1,1-2 Year,0,38673,26,36,0
Female,64,1,28,0,1-2 Year,1,54624,26,17,0
Female,31,1,12,0,1-2 Year,1,2630,26,186,0
Female,51,1,28,0,1-2 Year,1,37564,26,252,1
Female,25,1,47,0,< 1 Year,1,57180,154,205,1
Male,25,1,28,1,< 1 Year,0,54611,152,231,0
Female,22,1,41,1,< 1 Year,0,21700,152,124,0
Female,42,1,15,0,1-2 Year,1,27103,124,175,0
Female,23,1,36,1,< 1 Year,0,34976,152,100,0
Female,66,1,28,0,1-2 Year,1,35154,122,160,0
Male,64,1,25,0,> 2 Years,1,25272,26,91,0
Female,43,1,16,1,1-2 Year,0,34518,152,219,0
Male,25,1,2,0,< 1 Year,0,27134,152,65,0
Male,50,1,28,0,1-2 Year,1,26968,122,17,0
Male,35,1,8,1,1-2 Year,0,37449,124,70,0
Female,42,1,28,0,1-2 Year,1,43878,26,59,0
Female,25,1,36,0,< 1 Year,1,29430,152,271,0
Female,22,1,7,0,< 1 Year,1,49396,160,133,0
Female,42,1,28,1,1-2 Year,0,23211,26,113,0
Male,22,1,15,1,< 1 Year,0,38356,152,258,0
Female,22,1,37,0,< 1 Year,1,30266,160,88,0
Male,20,1,36,0,< 1 Year,1,41945,160,50,0
Female,46,1,26,0,1-2 Year,1,2630,157,142,1
Female,22,1,45,1,< 1 Year,0,21280,152,45,0
Female,22,1,26,1,< 1 Year,0,33459,152,153,0
Male,45,1,46,0,1-2 Year,1,13895,124,113,0
Female,23,1,28,0,< 1 Year,1,65093,152,240,0
Male,57,1,39,0,1-2 Year,1,2630,124,49,0
Male,20,1,11,1,< 1 Year,0,29587,160,187,0
Male,50,1,15,0,1-2 Year,1,33666,124,242,1
